member_id,plan_id,plan_type,valuation_date,status,age,gender,service_years,retirement_age_assumption,salary_current,salary_5y_avg,salary_growth_assumption,contribution_rate_employee,contribution_rate_employer,accrual_rate,benefit_formula,termination_rate,mortality_table,mortality_improvement_scale,discount_rate_base,inflation_assumption,expected_return_on_assets,asset_allocation_equity,asset_allocation_fixed_income,asset_allocation_alts,asset_allocation_cash,assets_market_value_member,liability_pv_member,funded_ratio_member,liability_duration,benefit_payments_next_year_member,probability_retirement_next_year,probability_mortality_next_year,scenario_id,shock_interest_rate_bps,shock_equity_return,shock_inflation_bps,surplus_change_scenario_member,VaR_95_member,CTE_99_member,country,currency
M00068,P005,DB,12/31/2025,Active,39,M,9,68,1171555.177,1035111.735,0.063868029,0.077354418,0.131197307,0.0197618,final_average,0.073499205,IAM-2012,MI-2012,0.056880501,0.048600412,0.09664767,0.564870085,0.353927052,0.009896603,0.07130626,2458175.786,2988434.579,0.822563024,16.23257887,0,0,0.0032,baseline,0,0,0,0,464867.1286,790132.8216,IN,INR
M00069,P001,DB,12/31/2025,Active,52,M,5,65,1538800.01,1432822.412,0.036322452,0.073782733,0.093366256,0.01707866,final_average,0.13231736,IAM-2012,MP-2020,0.087589276,0.047763343,0.060110181,0.50826263,0.212609856,0.012026815,0.267100699,1770175.352,1929455.684,0.917448048,15.76952583,0,0,0.0071,baseline,0,0,0,0,298458.5468,507288.8126,IN,INR
M00070,P006,DC,12/31/2025,Active,34,M,7,68,1171289.359,1102199.076,0.030865672,0.114459377,0.179810036,,account_balance,0.10929398,RP-2010,MP-2021,0.080916602,0.036306716,0.073205025,0.120245237,0.7278399,0.092706046,0.059208818,2907318.732,2907318.732,1,13.41306398,0,0,0.0017,rate_down_100bps,-100,0,50,-284157.3928,244311.0052,415254.4502,IN,INR
M00071,P005,DB,12/31/2025,Active,49,M,17,65,649266.5582,576326.279,0.061395656,0.099945052,0.060213112,0.010237481,career_average,0.124444444,VBT-2015,MP-2020,0.051366243,0.055518948,0.062654659,0.505806959,0.365093453,0.114787566,0.014312021,1275407.282,1257004.092,1.014640518,12.53216841,0,0,0.0062,rate_up_100bps,100,0,-50,134247.7272,219074.8829,372360.7129,IN,INR
M00072,P002,DB,12/31/2025,Active,49,F,12,67,835328.3448,782822.7075,0.032991866,0.084866531,0.097543424,0.022552844,final_average,0.015183159,VBT-2015,MP-2021,0.070090281,0.056032808,0.088838598,0.131561767,0.842883982,0.012819111,0.01273514,1646564.321,2097690.563,0.784941473,9.901373403,0,0,0.0062,rate_down_100bps,-100,0,50,-138307.0409,154469.7911,262551.6936,IN,INR
M00073,P001,DB,12/31/2025,Active,55,M,5,65,553387.0186,483764.6197,0.069540987,0.026002337,0.099982495,0.010886097,flat,0.093883442,IAM-2012,MP-2021,0.076111272,0.054125356,0.080008996,0.200546544,0.59989236,0.015944484,0.183616612,445246.252,374114.0776,1.190134985,14.20782959,0,0,0.008,baseline,0,0,0,0,39519.50075,67171.13926,IN,INR
M00074,P005,DB,12/31/2025,Retired,72,M,9,61,1069915.933,957649.0267,0.056991857,0.019510581,0.099228708,0.011591441,career_average,0.034756961,VBT-2015,MP-2021,0.05243956,0.058097601,0.066997724,0.188794477,0.412435886,0.39145276,0.007316877,1039586.086,1306302.088,0.795823642,13.0754701,99904.78952,0,0.0131,high_inflation,150,-0.05,300,214237.1072,111416.5821,189374.3244,IN,INR
M00075,P004,Hybrid,12/31/2025,Active,48,M,21,63,509820.8769,453620.6551,0.060137988,0.031402125,0.039240419,0.065499895,cash_balance,0.088105499,IAM-2012,MP-2021,0.064122407,0.045199898,0.063405233,0.170318942,0.618840667,0.161313541,0.04952685,916691.8601,964037.2949,0.950888378,11.18929718,0,0,0.0059,baseline,0,0,0,0,81401.44755,138357.7188,IN,INR
M00076,P005,DB,12/31/2025,Active,39,F,8,65,1123820.159,1039370.371,0.039832154,0.045234485,0.120443507,0.017226062,career_average,0.063197321,IAM-2012,MP-2021,0.075932098,0.051069194,0.069043369,0.413551998,0.369879743,0.015471048,0.201097211,2698023.507,2323696.865,1.161090996,16.22307397,0,0,0.0032,baseline,0,0,0,0,380268.0633,646340.1246,IN,INR
M00077,P005,DB,12/31/2025,Active,44,F,5,63,193147.2777,172892.4036,0.056954616,0.085079938,0.139131384,0.012771214,final_average,0.117616237,RP-2014,MI-2012,0.082643507,0.057134005,0.096830058,0.630074056,0.304713567,0.045464198,0.019748179,128677.786,170016.1334,0.756856325,15.3996915,0,0,0.0047,equity_down_20,0,-0.2,0,-16215.30691,26978.21848,45854.77135,IN,INR
M00078,P001,DB,12/31/2025,Active,26,M,15,63,1417591.492,1331741.681,0.031728797,0.077836226,0.091262274,0.015397951,final_average,0.019429936,IALM_2012-14_Ultimate,None,0.089085516,0.043687442,0.08710619,0.282338015,0.313060855,0.209267155,0.195333975,4590615.345,4341173.321,1.057459586,14.11344205,0,0,0.0005,rate_down_100bps,-100,0,50,-540831.8829,487987.934,829431.1633,IN,INR
M00079,P002,DB,12/31/2025,Active,37,M,2,64,599198.8716,529767.5557,0.063513029,0.085124612,0.116259514,0.014079935,career_average,0.094792685,VBT-2015,MP-2020,0.054865218,0.048552832,0.069689627,0.231854964,0.356452849,0.076578403,0.335113784,149059.8033,161185.6763,0.924770778,10.80464381,0,0,0.0026,baseline,0,0,0,0,12749.05571,21669.51961,IN,INR
M00080,P001,DB,12/31/2025,Active,40,M,9,67,640969.8738,596293.7229,0.036784964,0.027195711,0.139681859,0.019593819,final_average,0.064420472,IAM-2012,MP-2021,0.075296096,0.0453837,0.095749785,0.075486702,0.792157931,0.040983962,0.091371405,1593940.181,1485833.989,1.072757921,14.13020451,0,0,0.0035,high_inflation,150,-0.05,300,214212.081,131415.9281,223367.1338,IN,INR
M00081,P006,DC,12/31/2025,Active,39,M,22,60,1825460.175,1631127.049,0.057894323,0.054799976,0.10648351,,account_balance,0.029962645,VBT-2015,None,0.085711587,0.059497566,0.065459787,0.681401446,0.158144405,0.113493823,0.046960326,11625404.29,11625404.29,1,10.83685878,0,0,0.0032,equity_down_20,0,-0.2,0,-1584313.458,2625471.191,4462503.008,IN,INR
M00082,P004,Hybrid,12/31/2025,Active,46,F,9,65,1136998.659,1053285.8,0.03897922,0.028324906,0.110919087,0.112315618,cash_balance,0.058482132,RP-2014,MP-2021,0.078676714,0.043128879,0.087537677,0.489771596,0.246067473,0.076299954,0.187860977,1357645.108,1336296.406,1.015976022,15.59055969,0,0,0.0053,rate_up_100bps,100,0,-50,191632.4737,222217.4965,377702.2008,IN,INR
M00083,P002,DB,12/31/2025,Active,36,M,18,65,1441004.284,1351091.777,0.032738127,0.010902316,0.11656853,0.021031414,final_average,0.095007287,RP-2014,MP-2020,0.075295985,0.039510955,0.076993818,0.369575505,0.456347653,0.172549594,0.001527248,5497484.415,5396916.803,1.018634271,10.55163845,0,0,0.0023,rate_down_100bps,-100,0,50,-444024.9432,737014.0335,1252699.84,IN,INR
M00084,P001,DB,12/31/2025,Active,55,M,5,67,626309.0964,568882.6579,0.049259747,0.068419774,0.061260294,0.00949345,flat,0.172049394,IAM-2012,MI-2012,0.058576879,0.048888939,0.070732646,0.323959682,0.176205273,0.479067394,0.020767651,481691.2172,422760.6077,1.139394751,15.65588901,0,0,0.008,rate_up_100bps,100,0,-50,61943.10489,69145.00409,117525.4902,IN,INR
M00085,P002,DB,12/31/2025,Active,44,F,9,67,1517922.459,1412158.776,0.036771448,0.014299755,0.099921345,0.015584198,career_average,0.14855006,VBT-2015,MP-2021,0.082611893,0.038420871,0.070492297,0.183976579,0.606414956,0.090473467,0.119134998,2066116.04,2746553.438,0.752257725,13.86684196,0,0,0.0047,baseline,0,0,0,0,179750.6213,305521.4208,IN,INR
M00086,P002,DB,12/31/2025,Active,44,M,9,65,925548.0279,825013.8776,0.05917776,0.066769776,0.131061014,0.015010952,final_average,0.16,VBT-2015,MI-2012,0.072499655,0.055727007,0.080032134,0.261224725,0.405448116,0.315407893,0.017919266,1617441.34,1982809.726,0.815731998,17.78971725,0,0,0.0047,rate_up_100bps,100,0,-50,319946.8166,183450.8654,311810.7111,IN,INR
M00087,P005,DB,12/31/2025,Active,41,F,14,64,1038129.187,960727.4807,0.039502634,0.06479643,0.065539528,0.014019203,career_average,0.021267422,VBT-2015,MP-2021,0.054456649,0.056767114,0.097259736,0.340689597,0.591943977,0.058182675,0.009183751,2748417.949,2489407.992,1.1040448,13.2021455,0,0,0.0038,baseline,0,0,0,0,348831.1681,592906.9581,IN,INR
M00088,P004,Hybrid,12/31/2025,Active,46,M,11,62,1925379.408,1767526.238,0.043698902,0.081024844,0.13766046,0.086955538,cash_balance,0.117517667,RP-2014,MI-2012,0.08742407,0.040352112,0.089692969,0.551646272,0.26762938,0.119347714,0.061376635,2319008.729,2298892.088,1.008750581,11.15743178,0,0,0.0053,baseline,0,0,0,0,428816.1289,728857.0798,IN,INR
M00089,P006,DC,12/31/2025,Deferred,52,M,23,64,583440.1225,526488.6957,0.05269757,0.063268798,0.143871915,,account_balance,0.082193328,RP-2010,MP-2021,0.089535629,0.040751093,0.086484751,0.266437982,0.44207238,0.169074201,0.122415437,6511096.885,6511096.885,1,16.55690307,0,0,0.0071,rate_up_100bps,100,0,-50,934117.1949,673692.5606,1145072.583,IN,INR
M00090,P003,DC,12/31/2025,Active,35,F,8,65,1484912.184,1369199.344,0.041398731,0.045221951,0.108841948,,account_balance,0.037266073,RP-2010,MP-2021,0.071506899,0.032598789,0.095020835,0.239432822,0.581016491,0.151005879,0.028544808,2426314.449,2426314.449,1,14.22353216,0,0,0.002,rate_up_100bps,100,0,-50,274621.1805,247229.66,420215.2762,IN,INR
M00091,P001,DB,12/31/2025,Active,37,M,11,66,1171077.215,1072145.208,0.045119525,0.099927653,0.104781955,0.020775045,final_average,0.084487073,VBT-2015,MP-2020,0.081059164,0.037676675,0.082813436,0.482479374,0.150954356,0.237078037,0.129488233,3953377.505,3388868.358,1.166577479,13.83140917,0,0,0.0026,baseline,0,0,0,0,656947.5711,1116611.191,IN,INR
M00092,P004,Hybrid,12/31/2025,Active,41,F,9,65,894579.7368,792244.2647,0.062624871,0.085104245,0.078223189,0.068649286,cash_balance,0.015346053,VBT-2015,MP-2021,0.073332508,0.032036989,0.067677431,0.221148483,0.599114462,0.175377401,0.004359654,580894.0457,605257.9285,0.959746281,9.947297141,0,0,0.0038,equity_down_20,0,-0.2,0,-25692.76734,58057.10885,98679.43851,IN,INR
M00093,P005,DB,12/31/2025,Active,31,M,11,62,601775.1024,559417.01,0.037168394,0.075181208,0.130564272,0.016795907,final_average,0.151111111,IALM_2012-14_Ultimate,MP-2021,0.06688823,0.052716972,0.099086672,0.666155665,0.148485729,0.158901191,0.026457415,1280965.104,1284339.539,0.99737263,12.42647759,0,0,0.0008,baseline,0,0,0,0,284224.9407,483096.0086,IN,INR
M00094,P003,DC,12/31/2025,Active,36,M,10,64,890071.1575,833646.4461,0.033288064,0.09262908,0.061357042,,account_balance,0.069264464,IAM-2012,MP-2020,0.066364321,0.035409569,0.08138976,0.466589806,0.357004084,0.13395939,0.042446719,1898343.291,1898343.291,1,9.041809362,0,0,0.0023,equity_down_20,0,-0.2,0,-177149.5257,303177.1796,515309.0542,IN,INR
M00095,P005,DB,12/31/2025,Active,39,F,6,63,681288.6737,626110.097,0.043134311,0.042178148,0.138145603,0.010722022,career_average,0.101639937,RP-2014,MP-2020,0.088572572,0.032368083,0.072611719,0.29767801,0.49477119,0.182035759,0.02551504,454264.4784,440644.2956,1.0309097,10.93980288,0,0,0.0032,high_inflation,150,-0.05,300,48690.42545,52324.56923,88935.86357,IN,INR
M00096,P003,DC,12/31/2025,Active,53,M,17,60,1679630.196,1532290.087,0.046975071,0.07128551,0.170385723,,account_balance,0.084558772,IALM_2012-14_Ultimate,MI-2012,0.06475146,0.034929698,0.091126825,0.099692723,0.709104337,0.130715779,0.060487161,13211567.61,13211567.61,1,13.72621703,0,0,0.0074,high_inflation,150,-0.05,300,1951689.316,1076639.183,1829959.365,IN,INR
M00097,P003,DC,12/31/2025,Active,47,F,7,62,1026115.885,927699.6681,0.051706371,0.062286814,0.073323114,,account_balance,0.081181806,VBT-2015,MP-2021,0.069618167,0.041319998,0.078559826,0.144682719,0.42329202,0.431164907,0.000860354,1147497.542,1147497.542,1,13.25995134,0,0,0.0056,rate_up_100bps,100,0,-50,127871.2881,121739.3849,206919.9514,IN,INR
M00098,P003,DC,12/31/2025,Active,46,M,7,61,726042.1638,664989.7041,0.044896948,0.086243209,0.130880548,,account_balance,0.060893827,RP-2010,MP-2021,0.059939631,0.042674801,0.060498468,0.344618596,0.399497159,0.199815933,0.056068311,1241382.063,1241382.063,1,14.10648817,0,0,0.0053,equity_down_20,0,-0.2,0,-85560.6688,156858.4488,266611.6856,IN,INR
M00099,P001,DB,12/31/2025,Active,53,M,3,66,515596.0344,457499.5155,0.061596468,0.079627838,0.047635901,0.014606462,final_average,0.100635901,RP-2010,None,0.060131282,0.05695736,0.072797853,0.671811814,0.201488743,0.122406696,0.004292746,279515.4388,337056.0033,0.829284855,16.81299728,0,0,0.0074,baseline,0,0,0,0,62396.3867,106054.8919,IN,INR
M00100,P001,DB,12/31/2025,Active,43,M,8,62,799409.9588,751224.6098,0.03157278,0.044876389,0.118407498,0.014698735,final_average,0.023344671,IALM_2012-14_Ultimate,MP-2021,0.064249084,0.038388323,0.078287757,0.06717435,0.257428864,0.321552578,0.353844208,816061.5697,1001828.412,0.814572196,11.3410587,0,0,0.0044,baseline,0,0,0,0,58829.46208,99992.20425,IN,INR
M00101,P001,DB,12/31/2025,Active,48,M,7,63,1717372.056,1565836.759,0.047270702,0.012125271,0.046664667,0.015857345,career_average,0.064256629,RP-2010,MP-2021,0.086991105,0.051531811,0.074904817,0.379811134,0.406498766,0.202380917,0.011309182,2267064.468,2623389.973,0.864173642,15.09342652,0,0,0.0059,baseline,0,0,0,0,311011.444,528624.9224,IN,INR
M00102,P004,Hybrid,12/31/2025,Active,43,M,2,67,1035240.733,947474.5726,0.045290237,0.055906773,0.130663964,0.096221241,cash_balance,0.137147227,RP-2010,MP-2020,0.065861522,0.056847311,0.082069805,0.256085545,0.503131665,0.205880166,0.034902624,180069.8122,190254.8357,0.946466415,13.95988725,0,0,0.0044,equity_down_20,0,-0.2,0,-9222.655208,19070.78683,32414.54102,IN,INR
M00103,P002,DB,12/31/2025,Active,47,M,9,63,907922.1942,814330.0667,0.05590314,0.026504353,0.101574406,0.012681649,final_average,0.16,IAM-2012,MP-2020,0.07209158,0.055701018,0.067334387,0.188151625,0.405079382,0.3686116,0.038157392,1476370.923,1522863.267,0.969470441,16.38483938,0,0,0.0056,rate_up_100bps,100,0,-50,219616.3292,152897.6799,259879.5823,IN,INR
M00104,P003,DC,12/31/2025,Active,38,M,23,60,2114670.717,1851701.242,0.06865105,0.110388542,0.079286329,,account_balance,0.027362229,VBT-2015,MP-2020,0.071830139,0.035969073,0.082897436,0.47631369,0.37777693,0.124406975,0.021502405,20186582.08,20186582.08,1,11.40598601,0,0,0.0029,baseline,0,0,0,0,3289276.689,5590770.591,IN,INR
M00105,P006,DC,12/31/2025,Active,20,M,4,63,817048.9191,740501.9672,0.050415016,0.115532073,0.160396473,,account_balance,0.085130285,IALM_2012-14_Ultimate,MP-2021,0.07332605,0.0383916,0.099460932,0.379812829,0.397494879,0.002230308,0.220461984,987967.0097,987967.0097,1,17.91258742,0,0,0.0005,rate_down_100bps,-100,0,50,-157334.8629,129446.9092,220020.4001,IN,INR
M00106,P002,DB,12/31/2025,Active,43,F,10,61,684371.5204,598343.5233,0.069475074,0.038279059,0.038984644,0.009176535,flat,0.130229261,RP-2014,MI-2012,0.082801737,0.031633428,0.090152481,0.345460447,0.474587984,0.032535324,0.147416245,788517.3877,822234.6543,0.958993134,14.97498673,0,0,0.0044,equity_down_20,0,-0.2,0,-54480.31379,97084.01817,165013.3221,IN,INR
M00107,P003,DC,12/31/2025,Active,58,M,9,61,1180962.482,1087490.981,0.042089976,0.099192697,0.099860795,,account_balance,0.079339686,RP-2014,None,0.086048056,0.044498721,0.087381971,0.192319323,0.56562611,0.237361952,0.004692615,2840256.418,2840256.418,1,9.364629168,0,0,0.0089,rate_up_100bps,100,0,-50,185653.3215,274133.8517,465944.2245,IN,INR
M00108,P005,DB,12/31/2025,Active,53,F,15,61,1189215.486,1118266.972,0.031234725,0.054272237,0.102140511,0.017303125,career_average,0.040559464,VBT-2015,None,0.058349875,0.042158381,0.068024402,0.165475482,0.783924981,0.024784978,0.025814558,2903535.759,2624305.637,1.106401525,9.041762861,0,0,0.0074,baseline,0,0,0,0,275065.0693,467527.0114,IN,INR
M00109,P002,DB,12/31/2025,Active,54,M,16,64,756112.1847,703625.5494,0.036626527,0.000980053,0.092197757,0.011744397,career_average,0.063294445,RP-2014,None,0.084417891,0.046359113,0.083270958,0.493825159,0.216858249,0.284375509,0.004941084,1800832.875,2222671.678,0.810210925,16.81059187,0,0,0.0077,baseline,0,0,0,0,311941.2652,530205.3358,IN,INR
M00110,P001,DB,12/31/2025,Deferred,56,M,32,62,687660.5331,628742.2946,0.045804995,0.046984382,0.050227816,0.012392676,final_average,0.013186731,RP-2010,MP-2021,0.071908285,0.043736325,0.092787006,0.192348242,0.447596009,0.345132781,0.014922969,2593161.492,2831149.678,0.915939384,11.3546845,0,0,0.0083,baseline,0,0,0,0,266957.1909,453746.0826,IN,INR
M00111,P002,DB,12/31/2025,Active,45,F,12,63,1888288.905,1736954.932,0.042653356,0.029145165,0.045523107,0.014903944,career_average,0.146666667,IAM-2012,MP-2020,0.086978781,0.052073981,0.069625538,0.297898157,0.49383624,0.095210871,0.113054732,4066307.224,3458642.537,1.175694563,11.13357596,0,0,0.005,baseline,0,0,0,0,451673.367,767707.4372,IN,INR
M00112,P001,DB,12/31/2025,Active,46,M,6,66,810297.1742,758057.6537,0.033882165,0.047755066,0.097678894,0.01008797,career_average,0.173333333,IALM_2012-14_Ultimate,None,0.086646263,0.050095091,0.063471395,0.33443443,0.589235279,0.005092429,0.071237862,702307.2254,639988.9771,1.09737394,13.9481051,0,0,0.0053,rate_down_100bps,-100,0,50,-68575.12543,87411.28572,148572.6169,IN,INR
M00113,P006,DC,12/31/2025,Active,38,M,7,63,512295.4931,467060.3674,0.047306404,0.090499658,0.076561753,,account_balance,0.164893699,IALM_2012-14_Ultimate,MP-2021,0.065577332,0.042858094,0.086470588,0.352517115,0.518300665,0.128972877,0.000209342,730146.6704,730146.6704,1,10.52452428,0,0,0.0029,rate_down_100bps,-100,0,50,-57922.68835,94401.11623,160453.2042,IN,INR
M00114,P005,DB,12/31/2025,Active,41,M,8,67,1073882.726,986169.23,0.043524631,0.093197922,0.134848236,0.015909688,career_average,0.075182246,RP-2010,None,0.07607507,0.0311353,0.086943526,0.289912212,0.405220234,0.227460589,0.077406964,1372182.18,1455750.7,0.942594209,11.59802176,0,0,0.0038,high_inflation,150,-0.05,300,191664.107,154727.5981,262989.887,IN,INR
M00115,P004,Hybrid,12/31/2025,Active,50,M,7,64,1472638.381,1374976.7,0.034904769,0.00411773,0.12684995,0.059862063,cash_balance,0.127260085,VBT-2015,MI-2012,0.084856448,0.040314105,0.092175563,0.455801333,0.535141741,0.008792899,0.000264028,693485.0389,696755.4319,0.995306254,13.64484586,0,0,0.0065,rate_down_100bps,-100,0,50,-76515.56519,110262.8102,187413.2628,IN,INR
M00116,P006,DC,12/31/2025,Deferred,56,M,26,63,903675.9917,832543.21,0.041844685,0.109064343,0.098963143,,account_balance,0.033216533,IAM-2012,MP-2020,0.065388355,0.039725453,0.08518259,0.52966932,0.444001234,0.011242846,0.0150866,13032792.5,13032792.5,1,17.8369073,0,0,0.0083,baseline,0,0,0,0,2342004.184,3980695.257,IN,INR
M00117,P005,DB,12/31/2025,Active,43,F,16,65,1253822.25,1104495.01,0.065457442,0.08510266,0.031919658,0.020300824,final_average,0.08333455,RP-2014,MP-2021,0.051753015,0.03268074,0.093922766,0.329032613,0.555386577,0.097105661,0.018475149,3580421.969,3723407.426,0.961598224,10.37870487,0,0,0.0044,baseline,0,0,0,0,439836.0393,747587.5781,IN,INR
M00118,P002,DB,12/31/2025,Active,39,M,3,61,614582.7416,565948.1043,0.042081955,0.095923858,0.035716913,0.013496225,final_average,0.090961707,IALM_2012-14_Ultimate,MP-2020,0.064392314,0.039127042,0.070643877,0.585490861,0.218453314,0.045503751,0.150552074,198279.7402,214880.7,0.922743365,9.377503221,0,0,0.0032,baseline,0,0,0,0,38476.83374,65398.92228,IN,INR
M00119,P006,DC,12/31/2025,Active,44,F,14,61,1306309.783,1165780.225,0.058558217,0.049392325,0.179678343,,account_balance,0.032414112,IALM_2012-14_Ultimate,MP-2020,0.064616167,0.059620963,0.06141132,0.378756895,0.35124188,0.268267976,0.001733249,5674142.087,5674142.087,1,15.37233809,0,0,0.0047,high_inflation,150,-0.05,300,1051441.711,793043.2316,1347932.447,IN,INR
M00120,P003,DC,12/31/2025,Active,50,F,5,65,640595.2097,576110.0369,0.054481883,0.073352557,0.067356459,,account_balance,0.047256697,VBT-2015,MP-2020,0.082269824,0.054637544,0.089311624,0.376719582,0.571097018,0.005467132,0.046716268,501969.9465,501969.9465,1,14.5459506,0,0,0.0065,equity_down_20,0,-0.2,0,-37820.3817,68349.67874,116173.6789,IN,INR
M00121,P005,DB,12/31/2025,Active,30,M,16,64,1129547.799,1030241.105,0.047087246,0.004358958,0.071077944,0.022158932,final_average,0.036394381,IAM-2012,None,0.062384939,0.054049149,0.075437582,0.255233906,0.353958116,0.112334151,0.278473826,3495952.753,4317299.779,0.80975446,11.81964756,0,0,0.0005,rate_down_100bps,-100,0,50,-448418.5754,327660.3915,556923.0727,IN,INR
M00122,P006,DC,12/31/2025,Active,21,M,20,66,1390885.663,1287038.246,0.039561025,0.054649877,0.063087855,,account_balance,0.041475155,RP-2014,MP-2021,0.085759348,0.055299133,0.068385192,0.352160353,0.349745603,0.289662142,0.008431902,5872401.14,5872401.14,1,11.51457591,0,0,0.0005,high_inflation,150,-0.05,300,756833.302,785340.7323,1334840.54,IN,INR
M00123,P002,DB,12/31/2025,Active,38,F,9,67,1029328.068,943018.5873,0.044760588,0.012545809,0.046113356,0.014237205,final_average,0.05337355,IALM_2012-14_Ultimate,MP-2021,0.071945662,0.055951532,0.062065525,0.449909783,0.25445002,0.288584152,0.007056045,1676393.463,2031297.176,0.82528223,16.81070671,0,0,0.0029,baseline,0,0,0,0,269195.258,457550.1163,IN,INR
M00124,P001,DB,12/31/2025,Active,32,F,7,63,564699.1981,508623.1958,0.053684289,0.083789667,0.110920296,0.014897117,career_average,0.168888889,IALM_2012-14_Ultimate,None,0.073446167,0.039760669,0.090215046,0.346067299,0.443195868,0.198187011,0.012549822,554851.7856,630735.681,0.879689864,11.89189228,0,0,0.0011,rate_down_100bps,-100,0,50,-62711.00682,71071.49206,120799.9342,IN,INR
